Rank,Release Group,Worldwide,Domestic,Foreign,Year,Domestic %,Foreign %
7540,Just a Kiss,64389,64389,0,2002,1.0,0.0
7541,Rock School,64310,64310,0,2005,1.0,0.0
7542,Paulette 2015 Re-release,64125,29494,34631,2015,0.4599454191033138,0.5400545808966861
7543,Girl Asleep,64056,60289,3767,2016,0.9411920819283127,0.058807918071687275
7544,Making Waves: The Art of Cinematic Sound,63998,53144,10854,2019,0.8304009500296884,0.16959904997031158
7545,Jealousy,63946,63946,0,2014,1.0,0.0
7546,Only the Strong Survive,63778,57581,6197,2003,0.9028348333281069,0.09716516667189314
7547,Her Majesty,63652,63652,0,2004,1.0,0.0
7548,The Details,63595,63595,0,2012,1.0,0.0
7549,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,63469,5102,58367,2012,0.08038570010556334,0.9196142998944367
7550,All About Eve 2000 Re-release,63463,63463,0,2000,1.0,0.0
7551,I Smile Back,63373,58738,4635,2015,0.9268615972101684,0.07313840278983164
7552,Nijinsky: The Diaries of Vaslav Nijinsky,63364,55968,7396,2002,0.8832775708604255,0.11672242913957452
7553,Trapped,63241,63241,0,2016,1.0,0.0
7554,The Last of the Unjust,63136,40563,22573,2013,0.6424702230106437,0.3575297769893563
7555,No Tears for the Dead,63063,63063,0,2014,1.0,0.0
7556,Creative Control,63014,63014,0,2016,1.0,0.0
7557,"Love, Antosha",62900,50168,12732,2019,0.7975834658187599,0.20241653418124006
7558,The Mudge Boy,62852,62852,0,2004,1.0,0.0
7559,The Gardener,62734,62734,0,2018,1.0,0.0
7560,The Swan,62716,2367,60349,2018,0.0377415651508387,0.9622584348491613
7561,Cool It,62713,62713,0,2010,1.0,0.0
7562,No Such Thing,62703,62703,0,2002,1.0,0.0
7563,A Year Without Love,62676,24381,38295,2005,0.38900057438253877,0.6109994256174612
7564,Drunk Stoned Brilliant Dead,62660,62660,0,2015,1.0,0.0
7565,The Tiger Hunter,62398,62398,0,2017,1.0,0.0
7566,Mifune: The Last Samurai,62279,62279,0,2016,1.0,0.0
7567,Public Speaking,62173,62173,0,2011,1.0,0.0
7568,Proteus,62031,62031,0,2004,1.0,0.0
7569,Trigun: Badlands Rumble 2011 Re-release,62027,62027,0,2011,1.0,0.0
7570,Kites The Remix,61997,41783,20214,2010,0.6739519654176815,0.3260480345823185
7571,"I, Me aur Main",61863,0,61863,2013,0.0,1.0
7572,Dark Star: HR Gigers Welt,61845,61845,0,2015,1.0,0.0
7573,In a Valley of Violence,61797,61797,0,2016,1.0,0.0
7574,If a Tree Falls: A Story of the Earth Liberation Front,61794,61794,0,2011,1.0,0.0
7575,River Runs Red,61789,9893,51896,2018,0.1601094045865769,0.8398905954134231
7576,Amour Fou,61693,13702,47991,2014,0.22209975199779552,0.7779002480022045
7577,Quill: The Life of a Guide Dog 2012 Re-release,61674,15674,46000,2012,0.2541427505918215,0.7458572494081784
7578,Backwards,61465,61465,0,2012,1.0,0.0
7579,Donald Cried,61406,61406,0,2017,1.0,0.0
7580,Here and Now,61271,13892,47379,2018,0.22673042711886537,0.7732695728811346
7581,Never Goin' Back,61271,61271,0,2018,1.0,0.0
7582,The Seasons In Quincy: Four Portraits of John Berger,61267,28456,32811,2016,0.46445884407592997,0.53554115592407
7583,The Outcasts,61250,1455,59795,2017,0.023755102040816326,0.9762448979591837
7584,The Untamed,61249,27593,33656,2017,0.45050531437247954,0.5494946856275205
7585,Judy Berlin,61236,61236,0,2000,1.0,0.0
7586,The Mountain,61035,61035,0,2019,1.0,0.0
7587,The Bodyguard 2012 Re-release,61020,61020,0,2012,1.0,0.0
7588,Independent Lens: Don't Stop Believin': Everyman's Journey,61018,61018,0,2013,1.0,0.0
7589,The Sacrifice 2017 Re-release,61018,61018,0,2017,1.0,0.0
7590,Love U... Mr. Kalakaar!,60956,48557,12399,2011,0.7965909836603452,0.20340901633965483
7591,Chelsea Walls,60902,60902,0,2002,1.0,0.0
7592,The Wicker Man 2013 Re-release,60891,60891,0,2013,1.0,0.0
7593,It's a Disaster,60818,60818,0,2013,1.0,0.0
7594,You I Love,60815,60815,0,2004,1.0,0.0
7595,A Kid Like Jake,60784,58403,2381,2018,0.9608285075019742,0.039171492498025796
7596,Apprentice,60752,2578,58174,2016,0.042434816960758494,0.9575651830392415
7597,How to Live Forever,60630,60630,0,2011,1.0,0.0
7598,Viper Club,60607,60607,0,2018,1.0,0.0
7599,Too Late,60438,60438,0,2016,1.0,0.0
7600,Limelight,60335,60335,0,2011,1.0,0.0
7601,Crime After Crime,60291,60291,0,2011,1.0,0.0
7602,Edvard Munch,60244,43539,16705,2005,0.7227109753668415,0.27728902463315847
7603,Ikiru,60239,60239,0,2002,1.0,0.0
7604,Wetlands 2014 Re-release,60230,59478,752,2014,0.9875145276440312,0.012485472355968787
7605,Presenting Princess Shaw,60197,60197,0,2016,1.0,0.0
7606,Just One Drop,60078,60078,0,2017,1.0,0.0
7607,Gregory Crewdson: Brief Encounters,60064,60064,0,2012,1.0,0.0
7608,Decoding Annie Parker,60048,48390,11658,2014,0.8058553157474021,0.19414468425259793
7609,Down and Out with the Dolls,60000,60000,0,2003,1.0,0.0
7610,The Force,59912,59912,0,2017,1.0,0.0
7611,John Fogerty: 50 Year Trip - Live at Red Rocks,59795,59795,0,2019,1.0,0.0
7612,Frontera,59696,59696,0,2014,1.0,0.0
7613,Cheap Thrills,59424,59424,0,2014,1.0,0.0
7614,The Extraordinary Voyage,59424,52986,6438,2012,0.8916599353796446,0.1083400646203554
7615,Sweet Dreams,59403,59403,0,2013,1.0,0.0
7616,Bomb City,59329,59329,0,2018,1.0,0.0
7617,Bang! The Bert Berns Story,59299,59299,0,2017,1.0,0.0
7618,The Young Unknowns,59166,59166,0,2003,1.0,0.0
7619,Digimon Adventure tri. Part 4: Loss,59114,59114,0,2018,1.0,0.0
7620,The Trials of Muhammad Ali,59081,59081,0,2013,1.0,0.0
7621,Screen Door Jesus,59000,59000,0,2005,1.0,0.0
7622,The One I Wrote for You,58872,58872,0,2014,1.0,0.0
7623,Sagrada: The Mystery of Creation 2014 Re-release,58755,58755,0,2014,1.0,0.0
7624,The Conformist 2014 Re-release,58657,58657,0,2014,1.0,0.0
7625,Horn from the Heart: The Paul Butterfield Story,58597,58597,0,2018,1.0,0.0
7626,Putty Hill,58585,49918,8667,2011,0.852061107792097,0.14793889220790304
7627,Eyes Without a Face,58565,58565,0,2003,1.0,0.0
7628,Home Delivery,58499,58499,0,2005,1.0,0.0
7629,Gozu,58202,58202,0,2004,1.0,0.0
7630,Orlando 2010 Re-release,58198,58198,0,2010,1.0,0.0
7631,Cynthia,58177,58177,0,2018,1.0,0.0
7632,Faust,58132,58132,0,2013,1.0,0.0
7633,In Search of Greatness,58090,58090,0,2018,1.0,0.0
7634,Voices of Iraq,57999,57999,0,2004,1.0,0.0
7635,The Boom,57962,57962,0,2017,1.0,0.0
7636,Springtime in a Small Town,57751,43017,14734,2003,0.7448702186975117,0.25512978130248826
7637,Rififi 2015 Re-release,57749,57749,0,2015,1.0,0.0
7638,Command and Control,57635,57635,0,2016,1.0,0.0
7639,Battleship Potemkin,57620,51198,6422,2011,0.888545643873655,0.11145435612634502
7640,Playback,57587,264,57323,2012,0.00458436799972216,0.9954156320002778
7641,Sold,57527,57527,0,2016,1.0,0.0
7642,Court,57416,22898,34518,2015,0.39880869444057404,0.6011913055594259
7643,Ramen Heads,57345,57345,0,2018,1.0,0.0
7644,Run & Jump,57189,20061,37128,2014,0.3507842417248072,0.6492157582751927
7645,Kuch Khatti Kuch Meethi,57188,57188,0,2001,1.0,0.0
7646,Così ridevano,57009,57009,0,2001,1.0,0.0
7647,Wall,56866,14541,42325,2004,0.2557063974958675,0.7442936025041326
7648,My Joy,56857,6298,50559,2011,0.11076912253548375,0.8892308774645162
7649,The Battle of Algiers 2016 Re-release,56853,56853,0,2016,1.0,0.0
7650,Electric Shadows,56809,7129,49680,2005,0.12549067929377386,0.8745093207062261
7651,Harvard Man,56653,56653,0,2002,1.0,0.0
7652,Farmageddon,56573,56573,0,2011,1.0,0.0
7653,The Two of Us,56558,56558,0,2005,1.0,0.0
7654,Muran,56493,30116,26377,2011,0.5330925955428106,0.46690740445718937
7655,Beyond the Black Rainbow,56491,56491,0,2012,1.0,0.0
7656,Big Men,56286,56286,0,2014,1.0,0.0
7657,Saving Brinton,56218,56218,0,2017,1.0,0.0
7658,Divan,56214,56214,0,2004,1.0,0.0
7659,Wedding Doll,56196,56196,0,2016,1.0,0.0
7660,Notebook,56166,0,56166,2019,0.0,1.0
7661,False Confessions,56165,29245,26920,2017,0.5206979435591561,0.47930205644084395
7662,Kart Racer,56146,56146,0,2003,1.0,0.0
7663,Évolution,55985,24770,31215,2016,0.4424399392694472,0.5575600607305529
7664,Unknown Pleasures,55901,11254,44647,2003,0.20132019105203844,0.7986798089479615
7665,Terms and Conditions May Apply,55824,55824,0,2013,1.0,0.0
7666,Hellion,55708,55708,0,2014,1.0,0.0
7667,XX,55668,30911,24757,2017,0.5552741251706546,0.4447258748293454
7668,Holidays,55621,0,55621,2016,0.0,1.0
7669,As Good as Dead,55618,1981,53637,2010,0.03561796540688266,0.9643820345931173
7670,Finding Joe,55518,55518,0,2011,1.0,0.0
7671,Entertainment,55506,55506,0,2015,1.0,0.0
7672,The Other Side of the Street,55459,55459,0,2005,1.0,0.0
7673,Naam Shabana,55429,0,55429,2017,0.0,1.0
7674,Into Eternity,55366,55366,0,2011,1.0,0.0
7675,Dracula: Pages from a Virgin's Diary,55365,55365,0,2003,1.0,0.0
7676,C.O.G.,55301,55301,0,2013,1.0,0.0
7677,Natural Selection,55282,55282,0,2012,1.0,0.0
7678,The Tracker 2004 Re-release,55188,55188,0,2004,1.0,0.0
7679,Mamma Mia! 2018 Re-release,55168,39601,15567,2018,0.7178255510440835,0.2821744489559165
7680,American Dream: Detroit,55092,55092,0,2018,1.0,0.0
7681,The Lovely Month of May,55038,55038,0,2013,1.0,0.0
7682,Twenty Two 2017 Re-release,55001,46796,8205,2017,0.8508208941655606,0.14917910583443938
7683,Zombeavers,54985,14947,40038,2014,0.27183777393834685,0.7281622260616532
7684,Ciao America,54965,54965,0,2002,1.0,0.0
7685,DAZN Boxing: Canelo Alvarez vs. Rocky Fielding,54916,54916,0,2018,1.0,0.0
7686,Snowmen,54805,54805,0,2011,1.0,0.0
7687,Once in the Life,54780,54780,0,2000,1.0,0.0
7688,Orphans,54754,54754,0,2000,1.0,0.0
7689,The Nature of Existence,54645,54645,0,2010,1.0,0.0
7690,What Our Fathers Did: A Nazi Legacy,54603,40119,14484,2015,0.734739849458821,0.2652601505411791
7691,Grand Champion,54579,54579,0,2004,1.0,0.0
7692,The Lottery,54543,54543,0,2010,1.0,0.0
7693,The Harimaya Bridge,54473,54473,0,2010,1.0,0.0
7694,Schizo,54357,54357,0,2005,1.0,0.0
7695,Digimon Adventure tri. Part 6: Future,54324,54324,0,2018,1.0,0.0
7696,Harlan: In the Shadow of Jew Suess,54305,54305,0,2010,1.0,0.0
7697,The Search for General Tso,54275,54275,0,2015,1.0,0.0
7698,Wagner & Me 2012 Re-release,54215,37745,16470,2012,0.6962095361062437,0.30379046389375636
7699,Line of Duty,54204,54204,0,2013,1.0,0.0
7700,Jungle,54125,54125,0,2000,1.0,0.0
7701,Last Passenger,54110,14806,39304,2014,0.2736277952319349,0.7263722047680651
7702,Low Down,54051,54051,0,2014,1.0,0.0
7703,A Beautiful Soul,54008,54008,0,2012,1.0,0.0
7704,L.A. Twister,54000,54000,0,2004,1.0,0.0
7705,Surviving Progress,53953,53953,0,2012,1.0,0.0
7706,The Assassin's Code,53940,11218,42722,2018,0.20797182054134222,0.7920281794586578
7707,The Last Man on the Moon,53881,52482,1399,2016,0.9740353742506634,0.0259646257493365
7708,The Summer of Sangaile,53843,4480,49363,2015,0.0832048734283008,0.9167951265716991
7709,At Middleton,53837,53837,0,2014,1.0,0.0
7710,Easy,53825,21589,32236,2004,0.40109614491407336,0.5989038550859266
7711,Rising from Ashes,53804,38602,15202,2013,0.7174559512303917,0.2825440487696082
7712,The Heir Apparent: Largo Winch 2011 Re-release,53793,10352,43441,2011,0.1924413957206328,0.8075586042793672
7713,Down by Love,53780,675,53105,2016,0.012551134250650799,0.9874488657493492
7714,The Legend of Hallowaiian,53738,451,53287,2018,0.00839257136476981,0.9916074286352302
7715,The Other F Word,53714,53714,0,2011,1.0,0.0
7716,Leonie 2013 Re-release,53692,53692,0,2013,1.0,0.0
7717,Grass,53503,8084,45419,2018,0.15109433115900042,0.8489056688409996
7718,God of Vampires,53345,53345,0,2010,1.0,0.0
7719,Boys Life 4: Four Play,53169,53169,0,2003,1.0,0.0
7720,The Great Silence,53074,53074,0,2018,1.0,0.0
7721,Waiting for Happiness,53048,7406,45642,2003,0.1396094103453476,0.8603905896546524
7722,Love Thy Nature,52947,41149,11798,2015,0.7771733998149093,0.22282660018509076
7723,Ping Pong Summer,52909,52909,0,2014,1.0,0.0
7724,Mia and the Migoo 2010 Re-release,52873,17000,35873,2010,0.3215251640723999,0.6784748359276
7725,To Be Takei,52823,52823,0,2014,1.0,0.0
7726,Occupy Unmasked,52768,52768,0,2012,1.0,0.0
7727,!Women Art Revolution,52681,52681,0,2011,1.0,0.0
7728,Salvation Army,52511,3929,48582,2014,0.07482241816000457,0.9251775818399954
7729,Cropsey,52476,52476,0,2010,1.0,0.0
7730,Hush!,52462,21278,31184,2002,0.4055888071365941,0.5944111928634059
7731,Going Attractions: The Definitive Story of the American Drive-in Movie,52458,52458,0,2013,1.0,0.0
7732,A Tale of Winter,52431,23268,29163,2014,0.4437832579962236,0.5562167420037764
7733,Breath Made Visible: Anna Halprin,52387,52387,0,2010,1.0,0.0
7734,Birdboy: The Forgotten Children,52366,38786,13580,2017,0.7406714280258183,0.25932857197418174
7735,Here and There,52307,27156,25151,2010,0.5191656948400788,0.48083430515992126
7736,The Human Experience,52296,52296,0,2010,1.0,0.0
7737,In My Skin,52231,31046,21185,2002,0.5943979628955984,0.4056020371044016
7738,Henri-Georges Clouzot's Inferno,52003,25489,26514,2010,0.4901447993384997,0.5098552006615003
7739,Herod's Law,52000,52000,0,2003,1.0,0.0
7740,Hiding and Seeking: Faith and Tolerance After the Holocaust,51936,51936,0,2004,1.0,0.0
7741,Quay,51858,51858,0,2015,1.0,0.0
7742,The Snowman Trek,51743,51743,0,2018,1.0,0.0
7743,Wanda 2018 Re-release,51713,51713,0,2018,1.0,0.0
7744,Midnight Family,51712,42310,9402,2019,0.8181853341584159,0.18181466584158415
7745,The Fire and the Rain,51549,51549,0,2002,1.0,0.0
7746,Tickling Giants,51499,51499,0,2017,1.0,0.0
7747,The Yes Men Are Revolting,51331,50190,1141,2015,0.9777717168962226,0.022228283103777443
7748,Venus and Serena,51271,51271,0,2013,1.0,0.0
7749,God's Sandbox,51246,51246,0,2005,1.0,0.0
7750,God Loves Uganda,51229,51229,0,2013,1.0,0.0
7751,A Matter of Taste,51148,10720,40428,2001,0.2095878626730273,0.7904121373269727
7752,An Invisible Sign,51138,1279,49859,2011,0.02501075521138879,0.9749892447886112
7753,Da wan,51059,820,50239,2002,0.01605985232769933,0.9839401476723006
7754,Wasabi Tuna 2005 Re-release,51036,51036,0,2005,1.0,0.0
7755,The Unknowns,51035,51035,0,2016,1.0,0.0
7756,The Good Doctor,51017,5206,45811,2012,0.10204441656702667,0.8979555834329733
7757,As I Open My Eyes,50721,30989,19732,2016,0.6109698152638946,0.38903018473610534
7758,Long Night's Journey Into Day,50715,50715,0,2000,1.0,0.0
7759,Asambhav,50611,19504,31107,2004,0.38537076920037144,0.6146292307996285
7760,Keep Quiet,50451,50451,0,2017,1.0,0.0
7761,Clinton Road,50400,50400,0,2019,1.0,0.0
7762,Wake in Fright 2012 Re-release,50394,50394,0,2012,1.0,0.0
7763,Midnight Traveler,50336,41265,9071,2019,0.8197910044500953,0.18020899554990463
7764,The Fitzgerald Family Christmas,50292,50292,0,2012,1.0,0.0
7765,The Royal Wedding: Prince Harry and Meghan Markle,50264,50264,0,2018,1.0,0.0
7766,The Retrieval,50257,50257,0,2014,1.0,0.0
7767,The Warrior 2005 Re-release,50257,50257,0,2005,1.0,0.0
7768,You'll Get Over It,50256,50256,0,2004,1.0,0.0
7769,In Order of Disappearance 2016 Re-release,50251,50251,0,2016,1.0,0.0
7770,A Family Affair,50075,50075,0,2003,1.0,0.0
7771,Quest,50022,47807,2215,2017,0.955719483427292,0.04428051657270801
7772,The Discoverers,50020,50020,0,2014,1.0,0.0
7773,Bigger,49997,46382,3615,2018,0.9276956617397044,0.07230433826029561
7774,AKA,49988,49988,0,2003,1.0,0.0
7775,Spring,49970,49970,0,2015,1.0,0.0
7776,On the Outs,49940,49940,0,2005,1.0,0.0
7777,How to Kill Your Neighbor's Dog,49894,49894,0,2002,1.0,0.0
7778,Free Trip to Egypt,49693,49693,0,2019,1.0,0.0
7779,The Fantasticks,49666,49666,0,2000,1.0,0.0
7780,NOW: In the Wings on a World Stage,49591,49591,0,2014,1.0,0.0
7781,Red Herring,49480,49480,0,2015,1.0,0.0
7782,GasLand,49428,30846,18582,2010,0.6240592376790484,0.3759407623209517
7783,Eureka,49388,49388,0,2001,1.0,0.0
7784,Jumanji/Jumanji: Welcome to the Jungle 2018 NCM Fathom Event,49381,49381,0,2018,1.0,0.0
7785,Shirin in Love,49254,49254,0,2014,1.0,0.0
7786,Confusion of Genders 2003 Re-release,49237,49237,0,2003,1.0,0.0
7787,The Amati Girls,49136,49136,0,2001,1.0,0.0
7788,Bonsai,49128,21267,27861,2012,0.4328895945285784,0.5671104054714216
7789,Assisted Living,49048,49048,0,2005,1.0,0.0
7790,Hal,49045,48698,347,2018,0.9929248649199715,0.007075135080028545
7791,Raging Bull 25th Anniversary,49034,49034,0,2005,1.0,0.0
7792,Orgasm Inc.,49001,49001,0,2011,1.0,0.0
7793,Chocolate: Deep Dark Secrets,49000,49000,0,2005,1.0,0.0
7794,Lucky Them,48995,48995,0,2014,1.0,0.0
7795,The Internet's Own Boy: The Story of Aaron Swartz,48911,48911,0,2014,1.0,0.0
7796,Bolivar Is Me,48911,48911,0,2002,1.0,0.0
7797,The Seven Five,48869,48869,0,2015,1.0,0.0
7798,The Bounty Killer,48815,48815,0,2019,1.0,0.0
7799,A Thousand Clouds of Peace,48782,48782,0,2004,1.0,0.0
7800,The Citizen,48767,24296,24471,2013,0.49820575389095084,0.5017942461090491
7801,A Birder's Guide to Everything,48713,48713,0,2014,1.0,0.0
7802,American Mustang,48700,48700,0,2014,1.0,0.0
7803,Tales from Earthsea 2010 Re-release,48658,48658,0,2010,1.0,0.0
7804,The China Hustle,48650,48650,0,2018,1.0,0.0
7805,Person to Person,48499,48499,0,2017,1.0,0.0
7806,Alleluia,48426,6334,42092,2014,0.13079750547226696,0.869202494527733
7807,Boogie Woogie,48411,2618,45793,2010,0.05407861849579641,0.9459213815042036
7808,"Lebanon, Pa.",48381,48381,0,2011,1.0,0.0
7809,Waydowntown,48333,48333,0,2000,1.0,0.0
7810,Ceremony,48174,22270,25904,2011,0.4622825590567526,0.5377174409432474
7811,The Forbidden Room,48082,34404,13678,2015,0.7155276402811863,0.2844723597188137
7812,Interview with the Assassin,48058,48058,0,2002,1.0,0.0
7813,Life Happens,48041,30905,17136,2012,0.6433046772548449,0.3566953227451552
7814,A Cop,48040,48040,0,2013,1.0,0.0
7815,Blackball 2005 Re-release,48000,48000,0,2005,1.0,0.0
7816,Saving Banksy,47965,47965,0,2017,1.0,0.0
7817,The Queen,47818,47818,0,2019,1.0,0.0
7818,Alphaville,47696,47696,0,2014,1.0,0.0
7819,So B. It,47627,47627,0,2017,1.0,0.0
7820,GMO OMG,47558,47558,0,2013,1.0,0.0
7821,350 Days - Legends. Champions. Survivors,47526,47526,0,2018,1.0,0.0
7822,Entre les Bras,47439,47439,0,2012,1.0,0.0
7823,Twist,47370,47370,0,2004,1.0,0.0
7824,Alabama Moon,47305,47305,0,2011,1.0,0.0
7825,Daughters of the Dust 2016 Re-release,47287,40986,6301,2016,0.8667498466809059,0.13325015331909404
7826,The Raft,47269,39678,7591,2019,0.8394084918233937,0.16059150817660622
7827,Every Man for Himself,47262,47262,0,2010,1.0,0.0
7828,Never Been Thawed,47219,47219,0,2005,1.0,0.0
7829,Went the Day Well?,47214,47214,0,2011,1.0,0.0
7830,The Goebbels Experiment,47211,47211,0,2005,1.0,0.0
7831,Ivans xtc.,47027,47027,0,2002,1.0,0.0
7832,Diary of a Country Priest,47000,47000,0,2011,1.0,0.0
7833,A Master Builder,46874,46874,0,2014,1.0,0.0
7834,78/52: Hitchcock's Shower Scene,46838,37664,9174,2017,0.8041333959605449,0.19586660403945513
7835,"Connected: An Autoblogography About Love, Death & Technology",46782,46782,0,2011,1.0,0.0
7836,Tropical Malady,46750,46750,0,2005,1.0,0.0
7837,The Woodmans,46623,46623,0,2011,1.0,0.0
7838,Ca$h,46488,46488,0,2010,1.0,0.0
7839,Shanghai 2015 Re-release,46425,46425,0,2015,1.0,0.0
7840,Etoiles: Dancers of the Paris Opera Ballet,46412,46412,0,2002,1.0,0.0
7841,Patience,46410,15941,30469,2012,0.34348200818789054,0.6565179918121095
7842,Mediterranea,46392,22076,24316,2015,0.4758579065356096,0.5241420934643904
7843,William S. Burroughs: A Man Within,46380,46380,0,2010,1.0,0.0
7844,New Best Friend,46375,46375,0,2002,1.0,0.0
7845,The Tunnel 2005 Re-release,46296,46296,0,2005,1.0,0.0
7846,Greedy Lying Bastards,46121,45000,1121,2012,0.9756943691593851,0.024305630840614906
7847,Ballplayer: Pelotero,46109,46109,0,2012,1.0,0.0
7848,Panique,46041,46041,0,2017,1.0,0.0
7849,Every Day,46029,46029,0,2011,1.0,0.0
7850,Monk with a Camera,45938,45938,0,2014,1.0,0.0
7851,Maurice 2017 Re-release,45926,45926,0,2017,1.0,0.0
7852,Ellie Parker,45726,34410,11316,2005,0.7525259152342212,0.24747408476577876
7853,High on the Hog,45696,45696,0,2019,1.0,0.0
7854,Eddie: The Sleepwalking Cannibal,45604,1632,43972,2012,0.035786334532058595,0.9642136654679414
7855,3 Weeks in Yerevan,45536,45536,0,2016,1.0,0.0
7856,An Eye for Beauty,45513,9395,36118,2015,0.20642453804407532,0.7935754619559247
7857,Straight-Jacket,45497,45497,0,2004,1.0,0.0
7858,Mercury,45429,0,45429,2018,0.0,1.0
7859,Au Hasard Balthazar,45406,45406,0,2003,1.0,0.0
7860,Filmistaan,45406,45406,0,2014,1.0,0.0
7861,Return to the Hiding Place,45405,45405,0,2014,1.0,0.0
7862,Dhadkan,45380,45380,0,2000,1.0,0.0
7863,Sympathy for Mr. Vengeance 2005 Re-release,45289,45289,0,2005,1.0,0.0
7864,Ai Weiwei: The Fake Case,45255,45255,0,2014,1.0,0.0
7865,There's No Place Like Utopia,45254,45254,0,2014,1.0,0.0
7866,Karobaar: The Business of Love,45200,45200,0,2000,1.0,0.0
7867,CornerStore,45176,45176,0,2011,1.0,0.0
7868,American Made Movie,45175,45175,0,2013,1.0,0.0
7869,The Proposal,45149,45149,0,2019,1.0,0.0
7870,Bailey's Billion$,45000,45000,0,2005,1.0,0.0
7871,The Farthest,44921,14773,30148,2017,0.32886623182921126,0.6711337681707887
7872,Celebration,44898,22557,22341,2019,0.5024054523586797,0.49759454764132033
7873,The Pruitt-Igoe Myth,44883,44883,0,2012,1.0,0.0
7874,River of Fundament,44840,44840,0,2015,1.0,0.0
7875,Union Square,44830,44830,0,2012,1.0,0.0
7876,That Summer,44659,34556,10103,2018,0.7737746031035178,0.22622539689648224
7877,The Dog,44581,44581,0,2014,1.0,0.0
7878,The Bride Wore Black,44566,44566,0,2011,1.0,0.0
7879,What Is Democracy?,44536,44536,0,2019,1.0,0.0
7880,"Léon Morin, Priest 2017 Re-release",44511,44511,0,2017,1.0,0.0
7881,Defendor,44462,44462,0,2010,1.0,0.0
7882,William Eggleston in the Real World,44435,44435,0,2005,1.0,0.0
7883,Maze 2019 Re-release,44381,44381,0,2019,1.0,0.0
7884,Such a Long Journey,44364,44364,0,2000,1.0,0.0
7885,What You Gonna Do When the World's on Fire?,44290,4672,39618,2019,0.10548656581621134,0.8945134341837887
7886,Lana's Rain,44287,44287,0,2004,1.0,0.0
7887,Carmine Street Guitars,44253,44253,0,2019,1.0,0.0
7888,Slut in a Good Way,44240,40513,3727,2019,0.915754972875226,0.08424502712477396
7889,Nuts!,44230,44230,0,2016,1.0,0.0
7890,Danny Says,44213,44213,0,2016,1.0,0.0
7891,Life of a King,44161,6547,37614,2014,0.14825298340164397,0.851747016598356
7892,Hermia & Helena,44156,43152,1004,2017,0.9772624331914123,0.022737566808587736
7893,Apaharan,44133,44133,0,2005,1.0,0.0
7894,Submission,44069,39985,4084,2018,0.9073271460663959,0.09267285393360412
7895,Liyana,44045,44045,0,2018,1.0,0.0
7896,Garry Winogrand: All Things are Photographable,44002,44002,0,2018,1.0,0.0
7897,Granito,43942,43942,0,2011,1.0,0.0
7898,The Circle,43918,43918,0,2001,1.0,0.0
7899,Summer 2011 Re-release,43839,43839,0,2011,1.0,0.0
7900,Animal Factory,43805,43805,0,2000,1.0,0.0
7901,Hitler's Hollywood,43766,43766,0,2018,1.0,0.0
7902,Contempt 2013 Re-release,43763,43763,0,2013,1.0,0.0
7903,Bad Blood 2013 Re-release,43758,35176,8582,2013,0.8038758626993922,0.19612413730060788
7904,The Land,43756,43756,0,2016,1.0,0.0
7905,Bereavement,43712,43712,0,2011,1.0,0.0
7906,Woodshock,43682,42603,1079,2017,0.9752987500572318,0.024701249942768188
7907,A Grin Without A Cat,43616,43616,0,2002,1.0,0.0
7908,"February 15, 1839",43595,43595,0,2001,1.0,0.0
7909,Love Etc.,43593,43593,0,2011,1.0,0.0
7910,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",43583,43583,0,2012,1.0,0.0
7911,The Graduate 45th Anniversary Reunion,43466,43466,0,2012,1.0,0.0
7912,If You Build It,43393,43393,0,2014,1.0,0.0
7913,The Empire of Corpses,43320,0,43320,2016,0.0,1.0
7914,Next Goal Wins,43089,43089,0,2014,1.0,0.0
7915,3 Backyards,43073,43073,0,2011,1.0,0.0
7916,Jenny's Wedding,42927,4704,38223,2015,0.10958138234677475,0.8904186176532253
7917,Hadh Kar Di Aapne,42914,42914,0,2000,1.0,0.0
7918,Tell Them Who You Are,42908,39075,3833,2005,0.9106693390509928,0.08933066094900718
7919,Andre Gregory: Before and After Dinner,42892,42892,0,2013,1.0,0.0
7920,First We Take Brooklyn,42812,42812,0,2018,1.0,0.0
7921,La petite Lili 2004 Re-release,42628,34634,7994,2004,0.812470676550624,0.187529323449376
7922,Interior. Leather Bar.,42534,42534,0,2014,1.0,0.0
7923,Bolivia,42451,33098,9353,2002,0.7796753904501661,0.22032460954983393
7924,Last Call at the Oasis,42423,42423,0,2012,1.0,0.0
7925,Fixing the Future,42393,42393,0,2012,1.0,0.0
7926,Secret Lives: Hidden Children and Their Rescuers During WWII,42390,42390,0,2003,1.0,0.0
7927,Closet Monster,42360,42166,194,2016,0.9954202077431539,0.004579792256846081
7928,The Oath,42273,42273,0,2010,1.0,0.0
7929,Girlhood,42213,37977,4236,2003,0.8996517660436358,0.10034823395636415
7930,Death of a Dynasty,42108,42108,0,2005,1.0,0.0
7931,Our Time,42107,14777,27330,2019,0.3509392737549576,0.6490607262450424
7932,Down for Life,41914,41914,0,2011,1.0,0.0
7933,In Pursuit of Silence,41913,29834,12079,2016,0.7118077923317347,0.2881922076682652
7934,Golden Exits,41888,41888,0,2018,1.0,0.0
7935,The Nightmare,41853,28281,13572,2015,0.675722170453731,0.3242778295462691
7936,On the Bowery,41802,41802,0,2010,1.0,0.0
